"Recibido","ID de Pedido","Canal","Estado del pedido","Marca","Tienda","Cantidad de los artículos","Subtotal","Propina","Service Fee","Ajustes","Descuento","Descuento de la plataforma","Payout","Error Charges","Aceptado","Modo de cumplimiento","Tipo de programación","Currency Code"
"09/09/2023, 22:15:48","BMGQHLLW","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","46.10","0.00","0.00","0.00","0.00","0.00","46.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 22:11:10","ADVMRNB1","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","3","15.80","0.00","0.00","0.00","0.00","0.00","15.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 22:07:28","BTQYLUAV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","57.00","0.00","0.00","0.00","0.00","0.00","57.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 22:02:04","DC9A9","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","3","25.30","0.00","0.00","0.00","-9.91","0.00","11.49","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:56:32","AL11RS1K","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","30.60","0.00","0.00","0.00","0.00","0.00","30.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:54:15","A34G1HLG","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","10","116.20","0.00","0.00","0.00","0.00","0.00","116.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:53:18","BTSWBU8Z","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.50","0.00","0.00","0.00","0.00","0.00","12.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:52:56","CF254","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","6","49.60","0.00","0.00","0.00","-19.82","0.00","22.32","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:47:28","B47ZFWSK","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.50","0.00","0.00","0.00","0.00","0.00","12.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:47:19","ALMWLCJJ","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","10.90","0.00","0.00","0.00","0.00","0.00","10.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:46:16","FA93F","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","5","33.10","0.00","0.00","0.00","-9.91","0.00","16.64","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:45:48","AJLMZHN8","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","3","22.10","0.00","0.00","0.00","0.00","0.00","22.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:32:34","B8MGRLGA","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.10","0.00","0.00","0.00","0.00","0.00","29.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:26:57","A9XWBHNT","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","15.30","0.00","0.00","0.00","0.00","0.00","15.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:23:37","ALUNJ7ZX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","27.50","0.00","0.00","0.00","0.00","0.00","27.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:20:13","ALBEBBL1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","16.20","0.00","0.00","0.00","0.00","0.00","16.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:16:43","5056D","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","23.80","0.00","0.00","0.00","-10.82","0.00","10.02","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:13:31","BKZVCU7W","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","29.00","0.00","0.00","0.00","0.00","0.00","29.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:11:02","A3725","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","3","30.50","0.00","0.00","0.00","-9.91","0.00","14.92","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:09:21","BB1ZF8GS","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","17.90","0.00","0.00","0.00","0.00","0.00","17.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:08:31","BJC9MU6T","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","34.60","0.00","0.00","0.00","0.00","0.00","34.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:05:55","3AE67","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 21:01:55","ADJ1ULC6","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","30.00","0.00","0.00","0.00","0.00","0.00","30.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:57:59","538B7","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","3","27.70","0.00","0.00","0.00","-9.91","0.00","13.07","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:56:00","004D8","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","0","46.00","0.00","0.00","0.00","-11.73","0.00","24.99","0.00","Aceptado","Desconocido","Desconocido","EUR"
"09/09/2023, 20:54:24","AECE7","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","36.20","0.00","0.00","0.00","-10.82","0.00","18.22","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:46:05","079E6","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:45:10","6669D","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:35:04","AX57PG6Q","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","12.90","0.00","0.00","0.00","0.00","0.00","12.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:34:56","ASQ19FSJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","14.50","0.00","0.00","0.00","0.00","0.00","14.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:34:46","C2688","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.20","0.00","0.00","0.00","0.00","0.00","9.38","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:28:10","AL1CVZTJ","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","16.80","0.00","0.00","0.00","0.00","0.00","16.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:28:00","7DAA4","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","0","36.40","0.00","0.00","0.00","0.00","0.00","24.07","0.00","Aceptado","Desconocido","Desconocido","EUR"
"09/09/2023, 20:20:01","BVK1CJ6U","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","40.80","0.00","0.00","0.00","0.00","0.00","40.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 20:16:52","AZD9VR9S","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","18.50","0.00","0.00","0.00","0.00","0.00","18.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 19:49:02","BBMBXLC8","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","30.30","0.00","0.00","0.00","0.00","0.00","30.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 19:45:06","BAXGDXVF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.30","0.00","0.00","0.00","0.00","0.00","12.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 19:33:33","B1G53F1N","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","13.80","0.00","0.00","0.00","0.00","0.00","13.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 19:31:39","AGLFJ33F","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","26.10","0.00","0.00","0.00","0.00","-4.00","26.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 19:27:03","D9F30","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","6","41.20","0.00","0.00","0.00","-9.91","0.00","21.99","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 18:36:41","4023D","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","16.00","0.00","0.00","0.00","0.00","0.00","10.58","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 18:25:21","BLD6UK1F","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","11.40","0.00","0.00","0.00","0.00","-2.00","11.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 18:17:26","52413","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 18:00:24","ANVLYXCL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","49.00","0.00","0.00","0.00","-24.50","0.00","24.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 17:50:47","5EB75","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","23.80","0.00","0.00","0.00","-10.82","0.00","10.02","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 17:00:46","ACBKEVQC","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","18.50","0.00","0.00","0.00","0.00","0.00","18.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 16:56:24","A186EMTZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","35.20","0.00","0.00","0.00","-9.50","0.00","25.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 16:39:33","AG7ZWQ5U","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","10.00","0.00","0.00","0.00","0.00","0.00","10.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 16:23:52","AKQYNQGL","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","6","54.90","0.00","0.00","0.00","0.00","-2.00","54.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 16:21:37","BYL6ZLNH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","33.00","0.00","0.00","0.00","0.00","0.00","33.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 16:12:12","ECE5C","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","21.20","0.00","0.00","0.00","0.00","0.00","14.01","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:56:04","BY8LNTM8","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","36.80","0.00","0.00","0.00","0.00","0.00","36.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:54:22","3504E","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","3","27.70","0.00","0.00","0.00","-10.82","0.00","12.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:50:52","ARWUWNYB","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","5","37.30","0.00","0.00","0.00","0.00","0.00","37.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:37:00","BPX2MLLL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","13.40","0.00","0.00","0.00","0.00","0.00","13.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:23:14","4D9D9","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","23.80","0.00","0.00","0.00","-10.82","0.00","10.02","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:21:39","6C49B","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:20:28","A8PFCQJU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","28.30","0.00","0.00","0.00","0.00","0.00","28.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 15:16:16","AR1HQPPC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","31.40","0.00","0.00","0.00","0.00","0.00","31.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 14:51:32","ARVCTL6T","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","14.40","0.00","0.00","0.00","0.00","0.00","14.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 14:34:53","CC1F9","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 14:34:09","EE0A5","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","34.30","0.00","0.00","0.00","-11.73","0.00","17.24","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 14:14:04","7D544","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","32.60","0.00","0.00","0.00","0.00","0.00","21.55","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 14:01:00","60130","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Desconocido","Desconocido","EUR"
"09/09/2023, 13:55:36","B1E41","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","3","30.30","0.00","0.00","0.00","-10.82","0.00","14.32","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 13:45:13","BLL4LVD1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","19.60","0.00","0.00","0.00","0.00","0.00","19.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 13:40:11","A41JSDGB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","27.60","0.00","0.00","0.00","0.00","0.00","27.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 13:37:45","83035","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","5","37.40","0.00","0.00","0.00","-9.91","0.00","19.49","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 13:25:07","697CE","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","23.80","0.00","0.00","0.00","-10.82","0.00","10.02","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 13:22:42","ATTTVHKU","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","3","26.00","0.00","0.00","0.00","0.00","0.00","26.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"09/09/2023, 13:19:00","APPH8LEL","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","1","33.90","0.00","0.00","0.00","0.00","0.00","33.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 23:22:54","F6AE1","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","3","25.80","0.00","0.00","0.00","-9.91","0.00","11.82","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 23:16:43","BLZY9S9R","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","40.60","0.00","0.00","0.00","0.00","0.00","26.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:53:54","ARALJH8C","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","15.30","0.00","0.00","0.00","0.00","0.00","15.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:47:33","ABVEVDUQ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","12.50","0.00","0.00","0.00","0.00","0.00","12.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:45:45","BXQ1MQWA","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","42.10","0.00","0.00","0.00","0.00","0.00","42.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:45:03","AFLCFBN3","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:44:26","693C2","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","43.60","0.00","0.00","0.00","-10.82","0.00","23.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:39:00","36A24","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","38.50","0.00","0.00","0.00","-11.73","0.00","20.03","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 22:38:02","ALR1GN1U","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","29.70","0.00","0.00","0.00","0.00","0.00","29.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:31:54","AASNNY2V","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","33.80","0.00","0.00","0.00","0.00","0.00","33.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:29:01","ALDHWBSJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","33.50","0.00","0.00","0.00","0.00","0.00","33.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:25:22","BRDQ9WNF","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","22.70","0.00","0.00","0.00","0.00","0.00","22.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:20:46","F3439","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:20:09","48985","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:17:38","CC962","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","3","29.20","0.00","0.00","0.00","-9.91","0.00","14.06","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:11:25","AUZMSR2D","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","37.40","0.00","0.00","0.00","0.00","0.00","37.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:09:07","ACAHCF45","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","15.70","0.00","0.00","0.00","0.00","0.00","15.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:08:12","AA9CNM1Y","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","20.70","0.00","0.00","0.00","0.00","0.00","20.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:06:37","ART3NESK","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","31.10","0.00","0.00","0.00","0.00","0.00","31.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 22:03:29","752339089","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","52.60","0.00","0.00","0.00","0.00","0.00","52.60","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"08/09/2023, 21:59:29","DD35E","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","24.20","0.00","0.00","0.00","-9.91","0.00","10.75","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:56:52","BLDALLDJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","40.00","0.00","0.00","0.00","0.00","0.00","40.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:53:32","ABKQJD1R","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","24.50","0.00","0.00","0.00","-4.40","0.00","20.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:52:22","DF601","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","41.30","0.00","0.00","0.00","0.00","0.00","27.31","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:46:01","0F29D","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","34.60","0.00","0.00","0.00","0.00","0.00","22.88","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:46:00","D7112","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 21:45:00","17DB5","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","0","51.60","0.00","0.00","0.00","-23.45","0.00","28.79","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 21:43:00","C436B","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 21:40:28","AA5ZZZ8C","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","18.80","0.00","0.00","0.00","0.00","0.00","18.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:35:09","AZ1YS1AX","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","19.10","0.00","0.00","0.00","-1.54","0.00","17.56","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:30:10","ACEDGJKN","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","9.70","0.00","0.00","0.00","-1.54","0.00","8.16","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:27:31","BPUYTM5S","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","40.70","0.00","0.00","0.00","0.00","0.00","40.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:25:59","ANY1LU7W","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","28.90","0.00","0.00","0.00","-3.08","0.00","25.82","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:24:32","ALHTSQLY","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","4","24.40","0.00","0.00","0.00","0.00","0.00","24.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:22:54","48435","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","21.80","0.00","0.00","0.00","-9.91","0.00","9.18","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:19:00","BD6A2","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 21:16:00","99D9B","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 21:15:00","FD86D","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","11.62","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 21:09:29","BBHV2TYJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:07:29","8318C","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","33.50","0.00","0.00","0.00","-11.73","0.00","16.72","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:07:25","AANYELF7","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","29.80","0.00","0.00","0.00","0.00","0.00","29.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:02:36","AR11B5LT","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","30.60","0.00","0.00","0.00","0.00","0.00","30.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:01:39","3A259","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","2","15.80","0.00","0.00","0.00","0.00","0.00","10.45","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:00:13","AKSA8SA5","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","1","17.60","0.00","0.00","0.00","0.00","0.00","17.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"08/09/2023, 21:00:00","2E915","Uber Eats","Desconocido","","Tepuy Burger - Rodolfo Salazar","0","25.80","0.00","0.00","0.00","-11.73","0.00","14.40","0.00","Aceptado","Desconocido","Desconocido","EUR"
"08/09/2023, 20:50:18","A1BMHAKS","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","3","22.50","0.00","0.00","0.00","0.00","0.00","22.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
